LSOA code (2011);LSOA name (2011);Local Authority District code (2013);Local Authority District name (2013);IMD Score;IMD Rank (where 1 is most deprived);IMD Decile (where 1 is most deprived 10% of LSOAs);Income Score (rate);Income Rank (where 1 is most deprived);Income Decile (where 1 is most deprived 10% of LSOAs);Employment Score (rate);Employment Rank (where 1 is most deprived);Employment Decile (where 1 is most deprived 10% of LSOAs);Education, Skills and Training Score;Education, Skills and Training Rank (where 1 is most deprived);Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs);Health Deprivation and Disability Score;Health Deprivation and Disability Rank (where 1 is most deprived);Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs);Crime Score;Crime Rank (where 1 is most deprived);Crime Decile (where 1 is most deprived 10% of LSOAs);Barriers to Housing and Services Score;Barriers to Housing and Services Rank (where 1 is most deprived);Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs);Living Environment Score;Living Environment Rank (where 1 is most deprived);Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01000129;Barnet 024D;E09000003;Barnet;37,4;5326;2;0,3;5171;2;0,1;10703;4;29,0;8969;3;0,4;10771;4;1,2;1951;1;44,0;1177;1;32,7;7475;3
E01000130;Barnet 021A;E09000003;Barnet;33,4;6783;3;0,2;5736;2;0,2;8412;3;19,6;14069;5;0,2;13634;5;0,9;4344;2;36,3;3453;2;38,2;5293;2
E01000131;Barnet 024E;E09000003;Barnet;21,1;13367;5;0,1;16357;5;0,1;17187;6;13,8;18372;6;-0,3;20056;7;1,0;3224;1;37,1;3082;1;17,8;16291;5
E01000132;Barnet 021B;E09000003;Barnet;27,7;9373;3;0,2;7070;3;0,1;10977;4;22,9;11978;4;0,0;16528;6;0,9;4168;2;31,0;6136;2;18,6;15662;5
E01000133;Barnet 021C;E09000003;Barnet;35,6;5930;2;0,3;5482;2;0,2;4873;2;28,2;9308;3;0,6;8197;3;0,6;7485;3;33,7;4621;2;23,1;12581;4
E01000134;Barnet 024F;E09000003;Barnet;24,9;10908;4;0,2;6651;3;0,1;11732;4;17,3;15641;5;-0,2;19357;6;0,0;15910;5;34,9;4063;2;23,4;12383;4
E01000135;Barnet 038A;E09000003;Barnet;13,2;20498;7;0,1;20163;7;0,1;23538;8;3,7;28897;9;-0,6;24006;8;0,5;8377;3;27,1;9044;3;24,0;12001;4
E01000136;Barnet 038B;E09000003;Barnet;9,4;24951;8;0,0;29508;9;0,0;31952;10;4,0;28513;9;-1,6;31745;10;0,5;9540;3;28,4;7994;3;29,0;9160;3
E01000137;Barnet 041A;E09000003;Barnet;32,7;7050;3;0,3;4883;2;0,2;7931;3;9,6;22213;7;0,3;11596;4;0,4;9989;4;43,7;1237;1;30,3;8530;3
E01000138;Barnet 040A;E09000003;Barnet;30,3;8122;3;0,2;7731;3;0,2;8498;3;8,3;23631;8;-0,2;18765;6;1,2;1710;1;37,0;3146;1;30,4;8475;3
E01000139;Barnet 041B;E09000003;Barnet;13,5;20124;7;0,1;16954;6;0,1;27088;9;3,5;29202;9;-1,4;30844;10;0,6;7664;3;27,1;9042;3;31,5;8018;3
E01000140;Barnet 041C;E09000003;Barnet;17,7;16180;5;0,1;14091;5;0,1;21004;7;9,4;22471;7;0,0;15720;5;0,0;15966;5;28,8;7662;3;33,4;7193;3
E01000141;Barnet 039A;E09000003;Barnet;34,1;6489;2;0,2;9051;3;0,1;14016;5;11,6;20362;7;0,0;15865;5;1,7;409;1;34,2;4387;2;63,9;519;1
E01000142;Barnet 040B;E09000003;Barnet;20,6;13777;5;0,2;10630;4;0,1;15822;5;7,9;24022;8;0,0;16780;6;0,0;16475;6;29,9;6865;3;36,1;6118;2
E01000143;Barnet 041D;E09000003;Barnet;34,6;6313;2;0,3;4650;2;0,2;6455;2;18,7;14668;5;-0,1;16932;6;0,9;4613;2;43,2;1348;1;22,5;12989;4
E01000144;Barnet 038C;E09000003;Barnet;20,9;13510;5;0,1;17365;6;0,1;17845;6;4,4;28053;9;-0,9;27309;9;1,3;1473;1;32,1;5487;2;38,0;5364;2
E01000145;Barnet 037A;E09000003;Barnet;13,8;19850;7;0,1;17787;6;0,1;25029;8;3,3;29415;9;-1,2;29870;10;0,6;8241;3;29,4;7270;3;28,8;9258;3
E01000146;Barnet 038D;E09000003;Barnet;18,1;15838;5;0,1;20146;7;0,1;20212;7;2,8;29981;10;-0,9;27691;9;1,1;2738;1;32,6;5216;2;36,1;6125;2
E01000147;Barnet 030A;E09000003;Barnet;12,2;21580;7;0,1;21599;7;0,0;28903;9;9,3;22518;7;-1,0;28421;9;0,5;9695;3;29,0;7556;3;25,0;11410;4
E01000148;Barnet 030B;E09000003;Barnet;30,8;7872;3;0,2;6462;2;0,2;9051;3;18,9;14574;5;0,1;14234;5;0,5;9316;3;41,1;1848;1;29,7;8832;3
E01000150;Barnet 036A;E09000003;Barnet;19,1;15001;5;0,1;12915;4;0,1;19386;6;10,1;21808;7;-1,2;30106;10;0,3;11922;4;38,1;2722;1;31,8;7863;3
E01000151;Barnet 026B;E09000003;Barnet;41,9;3941;2;0,4;1651;1;0,2;5879;2;16,5;16218;5;0,1;15247;5;0,6;8039;3;58,9;9;1;25,6;11002;4
E01000152;Barnet 026C;E09000003;Barnet;38,6;4920;2;0,3;2766;1;0,2;7797;3;26,1;10326;4;0,0;16569;6;0,7;6921;3;53,1;97;1;18,6;15653;5
E01000153;Barnet 026D;E09000003;Barnet;47,9;2623;1;0,3;2000;1;0,2;3906;2;33,5;7323;3;0,2;13134;4;1,3;1579;1;52,7;111;1;19,8;14844;5
E01000154;Barnet 026E;E09000003;Barnet;35,6;5921;2;0,3;5196;2;0,2;7899;3;27,3;9748;3;0,0;15608;5;0,6;7134;3;50,1;299;1;22,3;13055;4
E01000155;Barnet 030D;E09000003;Barnet;22,7;12242;4;0,2;11720;4;0,1;17547;6;17,0;15872;5;-0,7;25245;8;0,0;16240;5;41,7;1679;1;39,5;4874;2
E01000156;Barnet 022A;E09000003;Barnet;11,1;22939;7;0,1;18636;6;0,1;26099;8;2,2;30758;10;-1,0;28153;9;0,6;7956;3;22,0;14322;5;19,5;14976;5
E01000157;Barnet 022B;E09000003;Barnet;17,3;16514;6;0,1;13897;5;0,1;20137;7;10,5;21375;7;-0,3;20020;7;0,4;10240;4;24,9;11195;4;31,4;8052;3
E01000158;Barnet 015A;E09000003;Barnet;20,0;14236;5;0,1;12900;4;0,1;13358;5;9,4;22422;7;-0,7;25155;8;0,8;4810;2;25,8;10263;4;26,3;10616;4
E01000159;Barnet 015B;E09000003;Barnet;19,0;15037;5;0,1;13828;5;0,1;14956;5;5,2;27157;9;-0,9;28040;9;1,2;2158;1;27,7;8584;3;16,1;17589;6
E01000160;Barnet 015C;E09000003;Barnet;14,2;19439;6;0,1;17502;6;0,1;25156;8;11,6;20371;7;-1,5;31542;10;0,7;6386;2;24,2;11857;4;27,8;9772;3
E01000161;Barnet 015D;E09000003;Barnet;16,8;16911;6;0,1;16147;5;0,1;24109;8;5,0;27412;9;-1,0;28892;9;1,2;1732;1;26,8;9315;3;25,0;11402;4
E01000162;Barnet 015E;E09000003;Barnet;22,7;12265;4;0,2;11274;4;0,1;14481;5;10,1;21740;7;0,3;11341;4;0,8;4924;2;25,4;10673;4;26,6;10456;4
E01000163;Barnet 022C;E09000003;Barnet;33,0;6907;3;0,3;5081;2;0,2;5546;2;11,6;20416;7;0,2;13732;5;0,3;11421;4;46,4;759;1;16,8;17001;6
E01000164;Barnet 022D;E09000003;Barnet;29,8;8339;3;0,2;7386;3;0,1;10285;4;12,1;19943;7;-0,4;22416;7;1,5;676;1;34,8;4126;2;24,8;11507;4
E01000165;Barnet 022E;E09000003;Barnet;15,7;17898;6;0,1;16188;5;0,1;24601;8;4,8;27606;9;-1,1;29387;9;0,7;6199;2;36,8;3217;1;19,1;15351;5
E01000166;Barnet 003A;E09000003;Barnet;16,2;17440;6;0,2;12264;4;0,1;14816;5;7,8;24189;8;-0,8;26384;9;0,0;16596;6;28,9;7586;3;14,1;19303;6
E01000167;Barnet 002A;E09000003;Barnet;28,0;9176;3;0,2;7762;3;0,2;7498;3;23,5;11661;4;0,3;12002;4;0,6;7665;3;28,9;7606;3;13,5;19948;7
E01000168;Barnet 003B;E09000003;Barnet;6,9;28143;9;0,1;23830;8;0,1;25782;8;3,7;29003;9;-1,3;30499;10;0,1;15467;5;18,3;19008;6;9,6;23979;8
E01000169;Barnet 003C;E09000003;Barnet;13,3;20396;7;0,1;18230;6;0,1;17613;6;5,1;27288;9;-0,7;25324;8;0,3;12515;4;24,2;11855;4;19,0;15387;5
E01000170;Barnet 006A;E09000003;Barnet;21,8;12869;4;0,2;8072;3;0,1;9319;3;12,0;19990;7;-0,6;24217;8;0,2;13124;4;23,7;12383;4;22,8;12789;4
E01000171;Barnet 006B;E09000003;Barnet;26,3;10104;4;0,2;7538;3;0,1;11986;4;10,4;21534;7;-0,2;18711;6;0,6;7413;3;27,9;8439;3;46,7;2945;1
E01000172;Barnet 003D;E09000003;Barnet;9,4;24913;8;0,1;19179;6;0,1;27154;9;2,2;30703;10;-1,3;30473;10;0,4;10776;4;22,1;14196;5;15,0;18556;6
E01000173;Barnet 006C;E09000003;Barnet;9,5;24782;8;0,1;17800;6;0,1;21936;7;5,9;26368;9;-1,0;28915;9;-0,1;17551;6;17,8;19576;6;12,0;21453;7
E01000174;Barnet 006D;E09000003;Barnet;18,7;15295;5;0,2;11814;4;0,1;14307;5;9,3;22557;7;-0,2;19597;6;0,1;15700;5;26,5;9629;3;27,5;9955;4
E01000175;Barnet 006E;E09000003;Barnet;9,6;24745;8;0,1;21932;7;0,1;22117;7;2,5;30365;10;-1,2;29893;10;0,3;11713;4;21,3;15223;5;14,9;18584;6
E01000176;Barnet 027A;E09000003;Barnet;30,9;7785;3;0,3;4317;2;0,2;7871;3;19,6;14031;5;0,0;15890;5;0,3;11324;4;39,1;2377;1;16,4;17302;6
E01000177;Barnet 029A;E09000003;Barnet;8,6;25912;8;0,1;23761;8;0,0;30123;10;3,2;29618;10;-1,2;30111;10;0,3;12570;4;22,9;13271;5;23,6;12255;4
E01000178;Barnet 027B;E09000003;Barnet;11,1;22875;7;0,1;19114;6;0,1;23767;8;1,1;31914;10;-1,2;30131;10;0,3;11721;4;23,5;12582;4;24,9;11444;4
E01000179;Barnet 029B;E09000003;Barnet;8,9;25603;8;0,1;23106;8;0,1;27864;9;1,8;31175;10;-0,9;28059;9;0,0;15969;5;24,4;11623;4;22,2;13170;5
E01000180;Barnet 029C;E09000003;Barnet;16,3;17416;6;0,1;12554;4;0,1;16947;6;9,2;22665;7;-0,3;19894;7;-0,2;19362;6;26,8;9342;3;19,3;15157;5
E01000181;Barnet 029D;E09000003;Barnet;8,5;26085;8;0,1;25993;8;0,0;29021;9;0,4;32658;10;-1,3;30403;10;0,2;13751;5;21,0;15514;5;32,4;7601;3
E01000182;Barnet 029E;E09000003;Barnet;9,1;25290;8;0,1;26474;9;0,0;28153;9;0,3;32734;10;-1,1;29299;9;-0,1;17449;6;23,8;12278;4;36,2;6080;2
E01000183;Barnet 033A;E09000003;Barnet;11,1;22849;7;0,1;19322;6;0,1;27159;9;1,6;31460;10;-0,7;25198;8;-0,1;17534;6;29,7;7035;3;23,1;12553;4
E01000184;Barnet 027C;E09000003;Barnet;34,4;6367;2;0,3;4143;2;0,2;5567;2;27,3;9752;3;0,0;16248;5;0,7;6286;2;34,4;4273;2;21,6;13519;5
E01000185;Barnet 029F;E09000003;Barnet;33,4;6780;3;0,3;4340;2;0,2;6533;2;20,3;13553;5;0,4;10172;4;-0,1;17382;6;41,6;1686;1;20,4;14364;5
E01000186;Barnet 014A;E09000003;Barnet;4,9;30395;10;0,1;27203;9;0,0;31367;10;2,9;29857;10;-1,4;30975;10;-0,3;20900;7;19,8;17069;6;12,1;21331;7
E01000187;Barnet 014B;E09000003;Barnet;15,0;18602;6;0,2;10696;4;0,1;20955;7;9,6;22274;7;-0,3;20177;7;-0,4;22450;7;27,9;8437;3;10,7;22776;7
E01000188;Barnet 014C;E09000003;Barnet;8,6;25991;8;0,0;29042;9;0,0;28512;9;2,5;30316;10;-1,3;30416;10;0,7;6284;2;22,7;13514;5;17,9;16210;5
E01000189;Barnet 014D;E09000003;Barnet;37,9;5156;2;0,3;2424;1;0,2;6607;3;25,9;10428;4;0,0;16366;5;-0,3;21517;7;49,9;316;1;28,3;9539;3
E01000190;Barnet 014E;E09000003;Barnet;11,8;22057;7;0,1;20431;7;0,1;23336;8;5,5;26798;9;-0,9;27717;9;0,3;12221;4;31,4;5932;2;11,6;21768;7
E01000191;Barnet 014F;E09000003;Barnet;8,0;26745;9;0,1;24541;8;0,1;25875;8;1,9;31124;10;-1,2;30269;10;-0,2;19062;6;26,3;9805;3;15,1;18450;6
E01000192;Barnet 018A;E09000003;Barnet;15,6;18005;6;0,1;15325;5;0,1;20400;7;5,4;26945;9;-0,8;26540;9;0,5;9227;3;26,5;9550;3;30,7;8346;3
E01000193;Barnet 018B;E09000003;Barnet;16,0;17630;6;0,1;17637;6;0,1;16787;6;5,9;26342;9;-0,9;27935;9;0,6;7644;3;27,7;8618;3;27,1;10200;4
E01000194;Barnet 018C;E09000003;Barnet;19,1;14986;5;0,1;16453;6;0,1;20146;7;8,4;23504;8;-1,0;28263;9;0,9;4164;2;32,2;5410;2;37,2;5654;2
E01000195;Barnet 013A;E09000003;Barnet;31,9;7377;3;0,2;5551;2;0,2;8045;3;23,2;11816;4;0,1;15035;5;0,4;10847;4;41,7;1666;1;24,7;11590;4
E01000196;Barnet 028A;E09000003;Barnet;14,8;18830;6;0,1;17473;6;0,1;18633;6;15,3;17208;6;-0,9;27593;9;-0,8;27043;9;28,1;8264;3;31,5;8005;3
E01000197;Barnet 023A;E09000003;Barnet;12,9;20751;7;0,1;20028;7;0,1;24222;8;1,4;31643;10;-1,2;30099;10;0,0;16790;6;29,8;6965;3;38,9;5071;2
E01000198;Barnet 025A;E09000003;Barnet;12,7;21009;7;0,1;18108;6;0,1;26994;9;4,5;27983;9;-1,6;31843;10;0,1;15001;5;37,9;2786;1;17,5;16492;6
E01000199;Barnet 025B;E09000003;Barnet;6,9;28054;9;0,1;25530;8;0,0;28359;9;1,4;31661;10;-2,0;32514;10;-0,4;21998;7;27,1;9116;3;15,4;18188;6
E01000200;Barnet 028B;E09000003;Barnet;10,6;23450;8;0,1;20004;7;0,1;22580;7;1,2;31879;10;-1,6;31830;10;0,1;14883;5;27,0;9180;3;20,0;14626;5
E01000201;Barnet 028C;E09000003;Barnet;7,7;27119;9;0,0;28889;9;0,0;29792;10;2,2;30716;10;-1,5;31320;10;0,5;8375;3;20,1;16664;6;22,4;13040;4
E01000202;Barnet 028D;E09000003;Barnet;7,6;27207;9;0,1;26695;9;0,0;29069;9;2,6;30286;10;-1,8;32239;10;0,0;15931;5;25,4;10604;4;20,7;14132;5
E01000203;Barnet 028E;E09000003;Barnet;16,7;16984;6;0,1;14721;5;0,1;17484;6;5,5;26749;9;-0,8;26611;9;0,2;13977;5;36,3;3436;2;21,0;13944;5
E01000204;Barnet 025C;E09000003;Barnet;10,9;23123;8;0,1;22963;7;0,1;25466;8;2,3;30639;10;-1,6;31657;10;0,6;7993;3;24,9;11142;4;25,3;11200;4
E01000205;Barnet 035A;E09000003;Barnet;7,7;27084;9;0,1;25954;8;0,0;30013;10;0,6;32440;10;-1,6;31703;10;0,3;11146;4;22,6;13605;5;21,3;13783;5
E01000206;Barnet 033B;E09000003;Barnet;9,4;24895;8;0,0;31845;10;0,0;32622;10;2,7;30157;10;-2,2;32638;10;0,3;11323;4;39,4;2293;1;16,9;16947;6
E01000207;Barnet 033C;E09000003;Barnet;6,4;28661;9;0,1;27235;9;0,0;31010;10;2,3;30655;10;-1,9;32419;10;-0,4;22174;7;24,7;11356;4;21,9;13354;5
E01000208;Barnet 033D;E09000003;Barnet;8,1;26573;9;0,0;29054;9;0,0;32502;10;1,5;31538;10;-1,9;32417;10;0,7;6697;3;25,3;10734;4;19,7;14875;5
E01000209;Barnet 035B;E09000003;Barnet;7,9;26829;9;0,1;26240;8;0,0;31201;10;1,3;31754;10;-1,6;31644;10;0,0;16581;6;29,1;7460;3;21,0;13984;5
E01000210;Barnet 033E;E09000003;Barnet;8,4;26202;8;0,1;25190;8;0,0;30715;10;0,5;32524;10;-1,6;31653;10;0,5;8465;3;21,3;15212;5;24,5;11732;4
E01000211;Barnet 035C;E09000003;Barnet;17,4;16409;5;0,1;14322;5;0,1;17505;6;4,1;28426;9;-0,4;22431;7;-0,2;19685;6;29,0;7505;3;42,0;4135;2
E01000212;Barnet 035D;E09000003;Barnet;8,8;25717;8;0,0;28769;9;0,1;27589;9;0,6;32486;10;-1,8;32210;10;0,2;13797;5;29,2;7359;3;24,8;11485;4
E01000213;Barnet 033F;E09000003;Barnet;5,8;29383;9;0,0;32117;10;0,0;32703;10;2,9;29926;10;-2,2;32646;10;-0,6;24655;8;30,7;6347;2;16,7;17094;6
E01000214;Barnet 038E;E09000003;Barnet;11,8;22030;7;0,0;29398;9;0,0;29734;10;0,9;32112;10;-1,5;31416;10;0,7;6377;2;35,7;3714;2;29,1;9111;3
E01000215;Barnet 037B;E09000003;Barnet;12,9;20770;7;0,1;18127;6;0,1;21397;7;7,8;24208;8;-0,9;27367;9;-0,2;19502;6;28,5;7909;3;24,5;11693;4
E01000216;Barnet 035E;E09000003;Barnet;10,9;23147;8;0,1;21624;7;0,1;27026;9;2,4;30499;10;-1,2;29815;10;0,3;11381;4;29,1;7473;3;22,4;13015;4
E01000217;Barnet 035F;E09000003;Barnet;11,8;21997;7;0,1;25275;8;0,1;23486;8;7,9;24087;8;-1,5;31332;10;0,5;9579;3;27,8;8504;3;25,9;10870;4
E01000218;Barnet 037C;E09000003;Barnet;13,4;20254;7;0,1;20828;7;0,1;20057;7;7,3;24710;8;-1,0;28160;9;0,0;16168;5;28,6;7888;3;30,1;8621;3
E01000219;Barnet 037D;E09000003;Barnet;16,9;16802;6;0,1;16183;5;0,1;17324;6;9,2;22716;7;-0,8;26872;9;0,4;10086;4;31,3;5992;2;26,4;10560;4
E01000220;Barnet 037E;E09000003;Barnet;16,2;17487;6;0,1;15652;5;0,1;17861;6;5,1;27224;9;0,0;16666;6;-0,2;19131;6;30,0;6800;3;25,4;11152;4
E01000221;Barnet 039B;E09000003;Barnet;44,0;3428;2;0,3;2784;1;0,2;4895;2;20,3;13542;5;0,4;10713;4;1,1;2460;1;54,8;51;1;22,9;12685;4
E01000222;Barnet 040C;E09000003;Barnet;29,8;8327;3;0,2;8685;3;0,1;11195;4;15,3;17200;6;-0,6;24430;8;1,2;1941;1;45,6;897;1;25,1;11294;4
E01000223;Barnet 039C;E09000003;Barnet;34,4;6385;2;0,3;4842;2;0,2;6907;3;23,2;11801;4;0,0;16574;6;0,8;5041;2;40,3;2051;1;26,7;10400;4
E01000224;Barnet 040D;E09000003;Barnet;20,2;14073;5;0,2;10285;4;0,1;12695;4;16,0;16631;6;-0,9;27391;9;0,1;14799;5;30,0;6763;3;22,3;13073;4
E01000225;Barnet 037F;E09000003;Barnet;11,3;22611;7;0,1;24415;8;0,1;26984;9;7,5;24545;8;-0,8;26690;9;0,2;13306;5;31,1;6115;2;22,2;13195;5
E01000226;Barnet 018D;E09000003;Barnet;30,5;8000;3;0,3;5387;2;0,1;9331;3;30,6;8361;3;0,0;16271;5;0,3;12708;4;35,5;3812;2;27,0;10254;4
E01000227;Barnet 018E;E09000003;Barnet;11,7;22115;7;0,1;17644;6;0,1;22064;7;5,9;26279;9;-1,0;28499;9;0,0;16227;5;27,6;8680;3;14,8;18747;6
E01000228;Barnet 007A;E09000003;Barnet;13,4;20291;7;0,1;18869;6;0,1;22419;7;4,7;27758;9;-0,7;25138;8;0,7;6318;2;29,0;7517;3;11,1;22403;7
E01000229;Barnet 013B;E09000003;Barnet;24,9;10942;4;0,2;9833;3;0,1;11786;4;16,8;16038;5;-0,2;18794;6;0,4;9878;4;41,0;1866;1;17,8;16257;5
E01000230;Barnet 013C;E09000003;Barnet;10,0;24251;8;0,1;20010;7;0,1;24278;8;9,4;22441;7;-1,2;29679;10;0,0;15819;5;22,2;14178;5;14,5;18992;6
E01000231;Barnet 013D;E09000003;Barnet;16,1;17541;6;0,1;13678;5;0,1;23012;8;4,5;28003;9;-0,8;26919;9;0,3;11512;4;37,6;2895;1;19,4;15114;5
E01000232;Barnet 013E;E09000003;Barnet;15,7;17894;6;0,1;14707;5;0,1;15704;5;5,4;26858;9;-0,4;21916;7;0,1;14419;5;26,9;9222;3;19,8;14806;5
E01000233;Barnet 013F;E09000003;Barnet;11,0;23060;8;0,1;17920;6;0,1;24761;8;4,1;28441;9;-0,8;27097;9;0,3;12366;4;22,1;14184;5;19,1;15281;5
E01000234;Barnet 021D;E09000003;Barnet;11,5;22347;7;0,1;17403;6;0,1;23641;8;5,1;27262;9;-1,0;28914;9;0,3;12268;4;24,0;12031;4;18,1;16064;5
E01000235;Barnet 021E;E09000003;Barnet;26,7;9894;4;0,2;7368;3;0,1;10095;4;19,4;14222;5;0,0;15896;5;0,7;6886;3;29,5;7191;3;23,4;12370;4
E01000236;Barnet 034A;E09000003;Barnet;12,4;21363;7;0,1;17076;6;0,1;26079;8;2,5;30399;10;-1,0;28332;9;0,3;11988;4;27,1;9124;3;26,8;10340;4
E01000237;Barnet 032A;E09000003;Barnet;12,1;21656;7;0,1;23519;8;0,0;29134;9;3,1;29699;10;-1,1;29518;9;0,6;7255;3;29,2;7397;3;31,6;7985;3
E01000238;Barnet 034B;E09000003;Barnet;14,1;19499;6;0,1;20587;7;0,1;20239;7;6,4;25692;8;-1,2;30247;10;0,5;8489;3;28,3;8073;3;28,0;9665;3
E01000239;Barnet 031A;E09000003;Barnet;20,8;13622;5;0,1;14375;5;0,1;18817;6;7,4;24621;8;-0,6;24845;8;0,3;11266;4;47,7;578;1;26,0;10801;4
E01000240;Barnet 031B;E09000003;Barnet;20,2;14087;5;0,1;15058;5;0,1;19762;7;5,3;26975;9;-1,0;28758;9;0,8;4794;2;43,6;1264;1;25,7;10959;4
E01000241;Barnet 031C;E09000003;Barnet;12,0;21796;7;0,1;21128;7;0,0;28207;9;1,6;31383;10;-1,2;29943;10;0,4;10308;4;34,0;4462;2;23,3;12403;4
E01000242;Barnet 032B;E09000003;Barnet;21,5;13122;4;0,1;13698;5;0,1;16321;5;4,2;28334;9;-0,5;23421;8;0,9;4543;2;41,0;1854;1;24,7;11562;4
E01000243;Barnet 032C;E09000003;Barnet;18,2;15721;5;0,1;19000;6;0,1;23730;8;4,3;28154;9;-0,3;20863;7;0,9;4371;2;30,4;6564;2;43,1;3799;2
E01000244;Barnet 032D;E09000003;Barnet;16,0;17640;6;0,1;18565;6;0,1;27586;9;7,6;24449;8;-0,6;24083;8;0,5;9306;3;31,7;5714;2;40,9;4451;2
E01000245;Barnet 032E;E09000003;Barnet;30,9;7805;3;0,2;8540;3;0,1;10573;4;14,1;18158;6;0,1;14465;5;1,0;3522;2;42,7;1451;1;35,3;6435;2
E01000246;Barnet 002B;E09000003;Barnet;10,5;23570;8;0,1;24298;8;0,1;26002;8;1,5;31494;10;-1,7;31993;10;0,4;10239;4;31,4;5890;2;19,2;15249;5
E01000247;Barnet 002C;E09000003;Barnet;9,8;24409;8;0,1;21632;7;0,1;20463;7;2,7;30199;10;-1,4;31232;10;-0,1;18304;6;27,3;8949;3;12,6;20781;7
E01000248;Barnet 001A;E09000003;Barnet;9,6;24732;8;0,1;27292;9;0,0;28289;9;1,2;31891;10;-1,0;28748;9;0,9;4422;2;20,2;16561;6;21,3;13790;5
E01000249;Barnet 001B;E09000003;Barnet;6,1;29008;9;0,0;29898;10;0,1;26690;9;1,1;31946;10;-1,4;31204;10;0,1;15381;5;22,4;13919;5;12,7;20658;7
E01000250;Barnet 001C;E09000003;Barnet;15,6;18051;6;0,1;14491;5;0,1;18528;6;3,3;29482;9;-0,7;25824;8;0,3;11367;4;29,5;7150;3;23,7;12165;4
E01000251;Barnet 002D;E09000003;Barnet;20,5;13832;5;0,2;11527;4;0,1;10715;4;6,9;25137;8;0,1;15051;5;0,3;11833;4;24,9;11192;4;22,8;12790;4
E01000252;Barnet 002E;E09000003;Barnet;16,1;17557;6;0,1;15297;5;0,1;14942;5;2,9;29898;10;-0,5;22608;7;0,4;11117;4;30,2;6662;3;15,0;18497;6
E01000253;Barnet 007B;E09000003;Barnet;10,5;23559;8;0,0;29013;9;0,0;30460;10;4,1;28461;9;-0,5;22954;7;0,4;10955;4;36,4;3373;2;13,5;19870;7
E01000254;Barnet 001D;E09000003;Barnet;9,2;25237;8;0,0;29480;9;0,0;31146;10;1,7;31308;10;-1,1;29291;9;0,5;8910;3;26,4;9670;3;28,2;9548;3
E01000255;Barnet 017A;E09000003;Barnet;21,0;13464;5;0,2;10976;4;0,1;12873;4;9,9;21988;7;-0,2;19665;6;0,5;8395;3;29,9;6841;3;21,4;13687;5
E01000256;Barnet 016A;E09000003;Barnet;13,9;19746;7;0,1;19814;7;0,1;26901;9;3,4;29306;9;-1,3;30410;10;0,9;4138;2;35,2;3936;2;14,1;19327;6
E01000257;Barnet 017B;E09000003;Barnet;29,7;8397;3;0,2;6675;3;0,1;9639;3;20,3;13517;5;-0,1;17661;6;0,5;9405;3;43,0;1389;1;23,5;12291;4
E01000258;Barnet 016B;E09000003;Barnet;12,5;21196;7;0,1;24044;8;0,1;26930;9;3,7;28928;9;-0,7;25848;8;0,9;4516;2;22,7;13497;5;30,7;8370;3
E01000259;Barnet 025D;E09000003;Barnet;14,6;19011;6;0,1;15919;5;0,1;22888;7;4,0;28512;9;-1,0;28903;9;0,6;7093;3;30,3;6580;3;20,8;14091;5
E01000260;Barnet 025E;E09000003;Barnet;24,6;11104;4;0,1;12978;4;0,1;16884;6;9,6;22313;7;-0,9;27778;9;1,2;1957;1;45,9;834;1;24,3;11795;4
E01000261;Barnet 017C;E09000003;Barnet;9,7;24535;8;0,1;24567;8;0,0;29676;10;1,3;31784;10;-0,9;27903;9;-0,4;22501;7;36,7;3285;2;19,5;14977;5
E01000262;Barnet 017D;E09000003;Barnet;14,9;18782;6;0,2;11924;4;0,1;25665;8;10,2;21662;7;-1,2;29901;10;-0,5;23887;8;41,0;1864;1;8,2;25610;8
E01000263;Barnet 016C;E09000003;Barnet;5,7;29585;10;0,0;31818;10;0,0;32524;10;1,2;31889;10;-1,6;31845;10;-0,1;18314;6;24,9;11115;4;20,7;14172;5
E01000264;Barnet 016D;E09000003;Barnet;18,6;15425;5;0,1;13177;5;0,1;14904;5;4,6;27815;9;-0,7;25889;8;0,5;9016;3;29,3;7337;3;31,0;8234;3
E01000265;Barnet 011A;E09000003;Barnet;19,3;14814;5;0,2;9228;3;0,1;15049;5;7,7;24330;8;-0,4;21805;7;0,0;16728;6;28,1;8234;3;27,0;10239;4
E01000266;Barnet 011B;E09000003;Barnet;8,0;26728;9;0,1;27590;9;0,0;29743;10;2,1;30874;10;-1,2;30140;10;0,8;5703;2;22,6;13604;5;10,0;23590;8
E01000267;Barnet 005A;E09000003;Barnet;14,3;19381;6;0,1;18478;6;0,1;18595;6;2,4;30465;10;-0,5;23295;8;0,2;13980;5;32,0;5570;2;20,2;14528;5
E01000268;Barnet 005B;E09000003;Barnet;20,2;14071;5;0,2;8930;3;0,1;16182;5;8,7;23187;8;-0,8;26550;9;0,5;9692;3;25,4;10578;4;35,5;6359;2
E01000269;Barnet 005C;E09000003;Barnet;10,6;23496;8;0,1;22562;7;0,1;23616;8;6,7;25360;8;-1,2;29783;10;0,4;10376;4;26,5;9584;3;12,4;21025;7
